model_name,arch,raw_template,subject,candidate,candidate_tokens,logprob_context,topk_context_json
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,akivaizdus,▁akivaizdu s,-18.2274808883667,"[[""Tai"", -1.003812551498413], [""Kas"", -2.2122647762298584], [""Spektaklis"", -2.837836980819702], [""Muzika"", -3.02606463432312], [""Kai"", -3.3682143688201904], [""Koks"", -3.423848867416382], [""Koncertas"", -3.4785382747650146], [""Vienas"", -3.728020429611206], [""Žmogus"", -3.733632802963257], [""Kur"", -3.8949458599090576], [""Kaip"", -4.034734725952148], [""Čia"", -4.5169677734375], [""Dabar"", -4.9514617919921875], [""Ir"", -5.009067535400391], [""Šiandien"", -5.101021766662598], [""Problema"", -5.23654842376709], [""Jie"", -5.271114349365234], [""Šeima"", -5.295307159423828], [""Kalba"", -5.2960309982299805], [""Kova"", -5.550351142883301]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,akivaizdus,▁akivaizdu s,-5.800474166870117,"[[""Tai"", -1.003812551498413], [""Kas"", -2.2122647762298584], [""Spektaklis"", -2.837836980819702], [""Muzika"", -3.02606463432312], [""Kai"", -3.3682143688201904], [""Koks"", -3.423848867416382], [""Koncertas"", -3.4785382747650146], [""Vienas"", -3.728020429611206], [""Žmogus"", -3.733632802963257], [""Kur"", -3.8949458599090576], [""Kaip"", -4.034734725952148], [""Čia"", -4.5169677734375], [""Dabar"", -4.9514617919921875], [""Ir"", -5.009067535400391], [""Šiandien"", -5.101021766662598], [""Problema"", -5.23654842376709], [""Jie"", -5.271114349365234], [""Šeima"", -5.295307159423828], [""Kalba"", -5.2960309982299805], [""Kova"", -5.550351142883301]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,ambicingas,▁ambicing a s,-19.586532592773438,"[[""Tai"", -1.332339882850647], [""Kas"", -1.6776081323623657], [""Koks"", -2.619250774383545], [""Spektaklis"", -2.6325602531433105], [""Žmogus"", -3.0218253135681152], [""Kai"", -3.324584484100342], [""Kur"", -4.077184200286865], [""Koncertas"", -4.111048221588135], [""Kada"", -4.11222505569458], [""Šiandien"", -4.190919399261475], [""Kaip"", -4.306276798248291], [""Dabar"", -4.86006498336792], [""Ir"", -4.934699535369873], [""Tu"", -5.004403591156006], [""Muzika"", -5.02937650680542], [""Vienas"", -5.1401190757751465], [""Šeima"", -5.182114124298096], [""Izraelis"", -5.211150646209717], [""„Žalgiris“"", -5.235293865203857], [""Čia"", -5.28511381149292]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,ambicingas,▁ambicing a s,-7.8226542472839355,"[[""Tai"", -1.332339882850647], [""Kas"", -1.6776081323623657], [""Koks"", -2.619250774383545], [""Spektaklis"", -2.6325602531433105], [""Žmogus"", -3.0218253135681152], [""Kai"", -3.324584484100342], [""Kur"", -4.077184200286865], [""Koncertas"", -4.111048221588135], [""Kada"", -4.11222505569458], [""Šiandien"", -4.190919399261475], [""Kaip"", -4.306276798248291], [""Dabar"", -4.86006498336792], [""Ir"", -4.934699535369873], [""Tu"", -5.004403591156006], [""Muzika"", -5.02937650680542], [""Vienas"", -5.1401190757751465], [""Šeima"", -5.182114124298096], [""Izraelis"", -5.211150646209717], [""„Žalgiris“"", -5.235293865203857], [""Čia"", -5.28511381149292]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,amoralus,▁ a moral us,-19.052863121032715,"[[""Kas"", -2.283280849456787], [""Tai"", -2.7514376640319824], [""Žmogus"", -3.015815258026123], [""Bažnyčia"", -3.0478262901306152], [""Muzika"", -3.183159351348877], [""Spektaklis"", -3.49330472946167], [""Šeima"", -3.8401999473571777], [""Tu"", -3.9525179862976074], [""Jonas"", -3.9921927452087402], [""Ji"", -4.1676154136657715], [""Mama"", -4.227222919464111], [""Opera"", -4.305233478546143], [""Moteris"", -4.318978786468506], [""Žmonės"", -4.346709728240967], [""Kur"", -4.367339611053467], [""Vilnius"", -4.375455379486084], [""Ne"", -4.400852680206299], [""Koncertas"", -4.505302906036377], [""Mes"", -4.5352091789245605], [""Lietuva"", -4.58132791519165]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,amoralus,▁ a moral us,-4.1676154136657715,"[[""Kas"", -2.283280849456787], [""Tai"", -2.7514376640319824], [""Žmogus"", -3.015815258026123], [""Bažnyčia"", -3.0478262901306152], [""Muzika"", -3.183159351348877], [""Spektaklis"", -3.49330472946167], [""Šeima"", -3.8401999473571777], [""Tu"", -3.9525179862976074], [""Jonas"", -3.9921927452087402], [""Ji"", -4.1676154136657715], [""Mama"", -4.227222919464111], [""Opera"", -4.305233478546143], [""Moteris"", -4.318978786468506], [""Žmonės"", -4.346709728240967], [""Kur"", -4.367339611053467], [""Vilnius"", -4.375455379486084], [""Ne"", -4.400852680206299], [""Koncertas"", -4.505302906036377], [""Mes"", -4.5352091789245605], [""Lietuva"", -4.58132791519165]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,apdairus,▁apdair us,-14.611194610595703,"[[""Tai"", -1.2202153205871582], [""Žmogus"", -1.815748691558838], [""Kas"", -3.1003775596618652], [""Tu"", -3.774059772491455], [""Gerai"", -3.9442172050476074], [""Kaip"", -3.9540295600891113], [""Koks"", -3.972282886505127], [""Dievas"", -4.009255886077881], [""Kai"", -4.064466953277588], [""Geras"", -4.1593146324157715], [""Prezidentas"", -4.2003045082092285], [""Turi"", -4.256960391998291], [""Jei"", -4.283745288848877], [""Tvarka"", -4.53617525100708], [""Čia"", -4.550459384918213], [""Ir"", -4.5605788230896], [""Tada"", -4.581331729888916], [""Dabar"", -4.719424724578857], [""Man"", -4.834900379180908], [""Taip"", -4.911271572113037]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,apdairus,▁apdair us,-7.065317630767822,"[[""Tai"", -1.2202153205871582], [""Žmogus"", -1.815748691558838], [""Kas"", -3.1003775596618652], [""Tu"", -3.774059772491455], [""Gerai"", -3.9442172050476074], [""Kaip"", -3.9540295600891113], [""Koks"", -3.972282886505127], [""Dievas"", -4.009255886077881], [""Kai"", -4.064466953277588], [""Geras"", -4.1593146324157715], [""Prezidentas"", -4.2003045082092285], [""Turi"", -4.256960391998291], [""Jei"", -4.283745288848877], [""Tvarka"", -4.53617525100708], [""Čia"", -4.550459384918213], [""Ir"", -4.5605788230896], [""Tada"", -4.581331729888916], [""Dabar"", -4.719424724578857], [""Man"", -4.834900379180908], [""Taip"", -4.911271572113037]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,apgailestaujantis,▁apgailestauja ntis,-18.529090881347656,"[[""Tai"", -0.5927252769470215], [""Žmogus"", -3.782627582550049], [""Lietuva"", -4.1292405128479], [""Dabar"", -4.137848377227783], [""Problema"", -4.164520740509033], [""Šeima"", -4.230217456817627], [""Taip"", -4.4828667640686035], [""Žmonės"", -4.498754978179932], [""Kaip"", -4.619053363800049], [""Ji"", -4.744522571563721], [""Šiandien"", -4.82250452041626], [""Tu"", -4.845114231109619], [""Jie"", -4.882710933685303], [""Bažnyčia"", -4.930772304534912], [""Ir"", -5.029139041900635], [""V.Landsbergis"", -5.0852532386779785], [""Universitetas"", -5.087558269500732], [""Vienas"", -5.128584384918213], [""Izraelis"", -5.218027591705322], [""Vilnius"", -5.235976696014404]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,apgailestaujantis,▁apgailestauja ntis,-4.744522571563721,"[[""Tai"", -0.5927252769470215], [""Žmogus"", -3.782627582550049], [""Lietuva"", -4.1292405128479], [""Dabar"", -4.137848377227783], [""Problema"", -4.164520740509033], [""Šeima"", -4.230217456817627], [""Taip"", -4.4828667640686035], [""Žmonės"", -4.498754978179932], [""Kaip"", -4.619053363800049], [""Ji"", -4.744522571563721], [""Šiandien"", -4.82250452041626], [""Tu"", -4.845114231109619], [""Jie"", -4.882710933685303], [""Bažnyčia"", -4.930772304534912], [""Ir"", -5.029139041900635], [""V.Landsbergis"", -5.0852532386779785], [""Universitetas"", -5.087558269500732], [""Vienas"", -5.128584384918213], [""Izraelis"", -5.218027591705322], [""Vilnius"", -5.235976696014404]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,apgailėtinas,▁apgailėtin a s,-17.170533180236816,"[[""Tai"", -1.1928924322128296], [""Kas"", -2.398705005645752], [""Žmogus"", -2.945037364959717], [""Spektaklis"", -3.3679451942443848], [""Kai"", -3.4926838874816895], [""Muzika"", -3.7062487602233887], [""Tu"", -3.875850200653076], [""Kaip"", -3.907113552093506], [""Koncertas"", -4.048964977264404], [""Koks"", -4.07866907119751], [""Vilnius"", -4.172325611114502], [""Kur"", -4.410341739654541], [""Vienas"", -4.422412395477295], [""Jonas"", -4.456105709075928], [""Petras"", -4.559625148773193], [""Kaunas"", -4.856418132781982], [""Šiandien"", -4.9121012687683105], [""Ne"", -4.93870210647583], [""Taip"", -4.955390453338623], [""Dabar"", -5.00106954574585]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,apgailėtinas,▁apgailėtin a s,-6.16229772567749,"[[""Tai"", -1.1928924322128296], [""Kas"", -2.398705005645752], [""Žmogus"", -2.945037364959717], [""Spektaklis"", -3.3679451942443848], [""Kai"", -3.4926838874816895], [""Muzika"", -3.7062487602233887], [""Tu"", -3.875850200653076], [""Kaip"", -3.907113552093506], [""Koncertas"", -4.048964977264404], [""Koks"", -4.07866907119751], [""Vilnius"", -4.172325611114502], [""Kur"", -4.410341739654541], [""Vienas"", -4.422412395477295], [""Jonas"", -4.456105709075928], [""Petras"", -4.559625148773193], [""Kaunas"", -4.856418132781982], [""Šiandien"", -4.9121012687683105], [""Ne"", -4.93870210647583], [""Taip"", -4.955390453338623], [""Dabar"", -5.00106954574585]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,apgaulingas,▁apgauling a s,-16.51894521713257,"[[""Kas"", -1.1636971235275269], [""Tai"", -1.9883755445480347], [""Žmogus"", -2.438905715942383], [""Spektaklis"", -3.061796188354492], [""Koks"", -3.3250608444213867], [""Kai"", -3.697657585144043], [""Kaip"", -3.8831920623779297], [""Kur"", -3.9951171875], [""Vienas"", -4.304147720336914], [""Dievas"", -4.501857757568359], [""Kada"", -4.585050582885742], [""Izraelis"", -4.720735549926758], [""Jonas"", -4.740703582763672], [""Koncertas"", -4.90485954284668], [""Šiandien"", -4.976070404052734], [""Tu"", -5.015071868896484], [""Ar"", -5.015287399291992], [""Petras"", -5.028240203857422], [""Vilnius"", -5.051302909851074], [""Dabar"", -5.0932416915893555]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,apgaulingas,▁apgauling a s,-7.211726188659668,"[[""Kas"", -1.1636971235275269], [""Tai"", -1.9883755445480347], [""Žmogus"", -2.438905715942383], [""Spektaklis"", -3.061796188354492], [""Koks"", -3.3250608444213867], [""Kai"", -3.697657585144043], [""Kaip"", -3.8831920623779297], [""Kur"", -3.9951171875], [""Vienas"", -4.304147720336914], [""Dievas"", -4.501857757568359], [""Kada"", -4.585050582885742], [""Izraelis"", -4.720735549926758], [""Jonas"", -4.740703582763672], [""Koncertas"", -4.90485954284668], [""Šiandien"", -4.976070404052734], [""Tu"", -5.015071868896484], [""Ar"", -5.015287399291992], [""Petras"", -5.028240203857422], [""Vilnius"", -5.051302909851074], [""Dabar"", -5.0932416915893555]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,aplaidus,▁ap laid us,-20.718314170837402,"[[""Tai"", -1.774692416191101], [""Kas"", -1.8526057004928589], [""Žmogus"", -3.062474250793457], [""Vienas"", -3.53955078125], [""Kova"", -3.9393539428710938], [""Tu"", -4.001359939575195], [""Kur"", -4.00372314453125], [""Ne"", -4.137103080749512], [""Kai"", -4.282108306884766], [""Dabar"", -4.294458389282227], [""Čia"", -4.310216903686523], [""Viena"", -4.428478240966797], [""Jie"", -4.677702903747559], [""Du"", -4.695171356201172], [""Žemė"", -4.696315765380859], [""Žmonės"", -4.76173210144043], [""Ir"", -4.878702163696289], [""Gerai"", -4.9115400314331055], [""Petras"", -4.926105499267578], [""Saulė"", -4.938453674316406]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,aplaidus,▁ap laid us,-5.579392433166504,"[[""Tai"", -1.774692416191101], [""Kas"", -1.8526057004928589], [""Žmogus"", -3.062474250793457], [""Vienas"", -3.53955078125], [""Kova"", -3.9393539428710938], [""Tu"", -4.001359939575195], [""Kur"", -4.00372314453125], [""Ne"", -4.137103080749512], [""Kai"", -4.282108306884766], [""Dabar"", -4.294458389282227], [""Čia"", -4.310216903686523], [""Viena"", -4.428478240966797], [""Jie"", -4.677702903747559], [""Du"", -4.695171356201172], [""Žemė"", -4.696315765380859], [""Žmonės"", -4.76173210144043], [""Ir"", -4.878702163696289], [""Gerai"", -4.9115400314331055], [""Petras"", -4.926105499267578], [""Saulė"", -4.938453674316406]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,apsėstas,▁ap s ės tas,-18.503089904785156,"[[""Žmogus"", -2.2125093936920166], [""Kas"", -2.3447105884552], [""Tai"", -2.6851227283477783], [""Spektaklis"", -3.259300470352173], [""Petras"", -3.6270296573638916], [""Tu"", -3.7748587131500244], [""I"", -4.076943397521973], [""Vilnius"", -4.184902191162109], [""Ne"", -4.211902618408203], [""Jonas"", -4.423053741455078], [""Koncertas"", -4.458106994628906], [""Vytautas"", -4.50091552734375], [""Ir"", -4.560695648193359], [""Vienas"", -4.60794734954834], [""Žmonės"", -4.749116897583008], [""Kova"", -4.798622131347656], [""Čia"", -4.86015510559082], [""Kaip"", -4.892197608947754], [""Vakar"", -4.893035888671875], [""Kaunas"", -4.897966384887695]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,apsėstas,▁ap s ės tas,-5.965615272521973,"[[""Žmogus"", -2.2125093936920166], [""Kas"", -2.3447105884552], [""Tai"", -2.6851227283477783], [""Spektaklis"", -3.259300470352173], [""Petras"", -3.6270296573638916], [""Tu"", -3.7748587131500244], [""I"", -4.076943397521973], [""Vilnius"", -4.184902191162109], [""Ne"", -4.211902618408203], [""Jonas"", -4.423053741455078], [""Koncertas"", -4.458106994628906], [""Vytautas"", -4.50091552734375], [""Ir"", -4.560695648193359], [""Vienas"", -4.60794734954834], [""Žmonės"", -4.749116897583008], [""Kova"", -4.798622131347656], [""Čia"", -4.86015510559082], [""Kaip"", -4.892197608947754], [""Vakar"", -4.893035888671875], [""Kaunas"", -4.897966384887695]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,arogantiškas,▁ arogantišk a s,-18.63909912109375,"[[""Kas"", -1.3772283792495728], [""Tu"", -2.473001003265381], [""Žmogus"", -3.1504006385803223], [""Tai"", -3.206270694732666], [""Kur"", -3.2388758659362793], [""Jonas"", -3.4817566871643066], [""Tomas"", -3.7188010215759277], [""Koks"", -3.7944531440734863], [""Petras"", -3.8895926475524902], [""Vytautas"", -4.277520656585693], [""Kaip"", -4.320695400238037], [""Darius"", -4.345287799835205], [""Mama"", -4.465693950653076], [""Vilnius"", -4.4930806159973145], [""Muzika"", -4.511122226715088], [""Spektaklis"", -4.554759502410889], [""Daina"", -4.571044445037842], [""Aš"", -4.6398396492004395], [""Koncertas"", -4.668636798858643], [""Deivis"", -4.69044828414917]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,arogantiškas,▁ arogantišk a s,-5.271287441253662,"[[""Kas"", -1.3772283792495728], [""Tu"", -2.473001003265381], [""Žmogus"", -3.1504006385803223], [""Tai"", -3.206270694732666], [""Kur"", -3.2388758659362793], [""Jonas"", -3.4817566871643066], [""Tomas"", -3.7188010215759277], [""Koks"", -3.7944531440734863], [""Petras"", -3.8895926475524902], [""Vytautas"", -4.277520656585693], [""Kaip"", -4.320695400238037], [""Darius"", -4.345287799835205], [""Mama"", -4.465693950653076], [""Vilnius"", -4.4930806159973145], [""Muzika"", -4.511122226715088], [""Spektaklis"", -4.554759502410889], [""Daina"", -4.571044445037842], [""Aš"", -4.6398396492004395], [""Koncertas"", -4.668636798858643], [""Deivis"", -4.69044828414917]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,asketiškas,▁asketišk a s,-16.648982524871826,"[[""Tai"", -1.766811490058899], [""Kas"", -2.3563919067382812], [""Žmogus"", -2.531487464904785], [""Petras"", -2.818028450012207], [""Jonas"", -2.8391475677490234], [""Vienas"", -3.2334699630737305], [""Koks"", -3.454282760620117], [""Kur"", -3.8039321899414062], [""Spektaklis"", -3.843653678894043], [""Dievas"", -3.9102439880371094], [""Kai"", -3.961400032043457], [""Muzika"", -4.167884826660156], [""Kaip"", -4.16851806640625], [""Koncertas"", -4.524452209472656], [""Dabar"", -4.579808235168457], [""Tu"", -4.584056854248047], [""Šiandien"", -4.614413261413574], [""Kada"", -4.759006500244141], [""Ir"", -4.797283172607422], [""Tada"", -4.971662521362305]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,asketiškas,▁asketišk a s,-6.773155212402344,"[[""Tai"", -1.766811490058899], [""Kas"", -2.3563919067382812], [""Žmogus"", -2.531487464904785], [""Petras"", -2.818028450012207], [""Jonas"", -2.8391475677490234], [""Vienas"", -3.2334699630737305], [""Koks"", -3.454282760620117], [""Kur"", -3.8039321899414062], [""Spektaklis"", -3.843653678894043], [""Dievas"", -3.9102439880371094], [""Kai"", -3.961400032043457], [""Muzika"", -4.167884826660156], [""Kaip"", -4.16851806640625], [""Koncertas"", -4.524452209472656], [""Dabar"", -4.579808235168457], [""Tu"", -4.584056854248047], [""Šiandien"", -4.614413261413574], [""Kada"", -4.759006500244141], [""Ir"", -4.797283172607422], [""Tada"", -4.971662521362305]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,asocialus,▁ a social us,-20.381569862365723,"[[""Kas"", -1.980043649673462], [""Tai"", -2.5538809299468994], [""Žmogus"", -2.623802423477173], [""Vilnius"", -3.329355478286743], [""Kaunas"", -3.3745977878570557], [""Tu"", -3.9416239261627197], [""Šeima"", -3.9878828525543213], [""Dabar"", -3.9946024417877197], [""Kur"", -4.085613250732422], [""Vytautas"", -4.103213310241699], [""Muzika"", -4.196775436401367], [""Petras"", -4.211637496948242], [""Mama"", -4.28346061706543], [""Jonas"", -4.306037902832031], [""Kaip"", -4.472461700439453], [""Lietuva"", -4.792363166809082], [""Deivis"", -4.792795181274414], [""Žmonės"", -4.883746147155762], [""Vilkas"", -4.930543899536133], [""Kada"", -4.952219009399414]]"
