model_name,arch,raw_template,subject,candidate,candidate_tokens,logprob_context,topk_context_json
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Mobiliųjų programėlių kūrimas,▁Mobili ųjų ▁programėl i ų ▁kūrimas,-19.4860897064209,"[[""Kas"", -1.2885832786560059], [""Kaip"", -2.099526882171631], [""Visi"", -2.422189235687256], [""Žmonės"", -2.618386745452881], [""Tai"", -2.8879504203796387], [""Ar"", -3.412670612335205], [""Taip"", -3.560070514678955], [""Kiek"", -4.0670952796936035], [""Ir"", -4.0775675773620605], [""Kai"", -4.092298984527588], [""Jie"", -4.124050617218018], [""Tu"", -4.267662525177002], [""Dabar"", -4.442840099334717], [""Lietuva"", -4.4992194175720215], [""Jūs"", -4.711545467376709], [""Gerai"", -4.84173059463501], [""K"", -4.972656726837158], [""Gana"", -5.01903772354126], [""Žmogus"", -5.046833515167236], [""Jei"", -5.108317852020264]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Mobiliųjų programėlių kūrimas,▁Mobili ųjų ▁programėl i ų ▁kūrimas,-6.5098185539245605,"[[""Kas"", -1.2885832786560059], [""Kaip"", -2.099526882171631], [""Visi"", -2.422189235687256], [""Žmonės"", -2.618386745452881], [""Tai"", -2.8879504203796387], [""Ar"", -3.412670612335205], [""Taip"", -3.560070514678955], [""Kiek"", -4.0670952796936035], [""Ir"", -4.0775675773620605], [""Kai"", -4.092298984527588], [""Jie"", -4.124050617218018], [""Tu"", -4.267662525177002], [""Dabar"", -4.442840099334717], [""Lietuva"", -4.4992194175720215], [""Jūs"", -4.711545467376709], [""Gerai"", -4.84173059463501], [""K"", -4.972656726837158], [""Gana"", -5.01903772354126], [""Žmogus"", -5.046833515167236], [""Jei"", -5.108317852020264]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Vaizdo įrašų gamyba,▁Vaizd o ▁įraš ų ▁gamyba,-18.038986206054688,"[[""Kas"", -1.6987360715866089], [""Žmonės"", -2.0019311904907227], [""Tai"", -2.6879100799560547], [""Visi"", -2.7364492416381836], [""Kaip"", -2.870713233947754], [""Taip"", -3.1321678161621094], [""Jie"", -3.327601432800293], [""Ar"", -3.8462276458740234], [""Gana"", -3.9784278869628906], [""Ir"", -3.991069793701172], [""Kiti"", -4.137016296386719], [""Tu"", -4.176517486572266], [""Žmogus"", -4.193586349487305], [""Kai"", -4.240686416625977], [""Gerai"", -4.505581855773926], [""Dabar"", -4.518826484680176], [""Ne"", -4.870151519775391], [""Lietuva"", -4.928360939025879], [""Dar"", -5.009117126464844], [""Mes"", -5.043102264404297]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Vaizdo įrašų gamyba,▁Vaizd o ▁įraš ų ▁gamyba,-6.002870559692383,"[[""Kas"", -1.6987360715866089], [""Žmonės"", -2.0019311904907227], [""Tai"", -2.6879100799560547], [""Visi"", -2.7364492416381836], [""Kaip"", -2.870713233947754], [""Taip"", -3.1321678161621094], [""Jie"", -3.327601432800293], [""Ar"", -3.8462276458740234], [""Gana"", -3.9784278869628906], [""Ir"", -3.991069793701172], [""Kiti"", -4.137016296386719], [""Tu"", -4.176517486572266], [""Žmogus"", -4.193586349487305], [""Kai"", -4.240686416625977], [""Gerai"", -4.505581855773926], [""Dabar"", -4.518826484680176], [""Ne"", -4.870151519775391], [""Lietuva"", -4.928360939025879], [""Dar"", -5.009117126464844], [""Mes"", -5.043102264404297]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Pardavimų vadovavimas,▁ Pardavim ų ▁vadovav imas,-20.921649932861328,"[[""Kas"", -1.097860336303711], [""Kaip"", -1.7755403518676758], [""Ar"", -2.7326126098632812], [""Tai"", -3.168076515197754], [""Žmonės"", -3.3305320739746094], [""Kiek"", -3.7267627716064453], [""Kai"", -3.8057727813720703], [""Taip"", -3.876424789428711], [""Visi"", -4.0041399002075195], [""Jie"", -4.090156555175781], [""Tu"", -4.47303581237793], [""Gana"", -4.578431129455566], [""Ir"", -4.644484519958496], [""Kuo"", -4.806452751159668], [""K"", -4.865505218505859], [""Kada"", -4.878025054931641], [""Dabar"", -4.908539772033691], [""Gerai"", -5.143241882324219], [""ką"", -5.151238441467285], [""Dar"", -5.273406982421875]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Pardavimų vadovavimas,▁ Pardavim ų ▁vadovav imas,-6.263456344604492,"[[""Kas"", -1.097860336303711], [""Kaip"", -1.7755403518676758], [""Ar"", -2.7326126098632812], [""Tai"", -3.168076515197754], [""Žmonės"", -3.3305320739746094], [""Kiek"", -3.7267627716064453], [""Kai"", -3.8057727813720703], [""Taip"", -3.876424789428711], [""Visi"", -4.0041399002075195], [""Jie"", -4.090156555175781], [""Tu"", -4.47303581237793], [""Gana"", -4.578431129455566], [""Ir"", -4.644484519958496], [""Kuo"", -4.806452751159668], [""K"", -4.865505218505859], [""Kada"", -4.878025054931641], [""Dabar"", -4.908539772033691], [""Gerai"", -5.143241882324219], [""ką"", -5.151238441467285], [""Dar"", -5.273406982421875]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Vertimas,▁Vert imas,-19.694392681121826,"[[""Kaip"", -2.2122421264648438], [""Žmonės"", -2.567011833190918], [""Tai"", -2.614072799682617], [""Už"", -3.020033836364746], [""Ar"", -3.040283203125], [""Kas"", -3.0640993118286133], [""Tu"", -3.1256933212280273], [""Ir"", -3.3479108810424805], [""Taip"", -3.4819259643554688], [""Kai"", -3.6920032501220703], [""Mes"", -3.793649673461914], [""Kalba"", -3.975407600402832], [""Ne"", -4.031034469604492], [""Dabar"", -4.267739295959473], [""Jie"", -4.272950172424316], [""Kuo"", -4.335781097412109], [""Visi"", -4.335822105407715], [""Žmogus"", -4.429633140563965], [""Gerai"", -4.59652042388916], [""Arba"", -4.628958702087402]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Vertimas,▁Vert imas,-6.651659965515137,"[[""Kaip"", -2.2122421264648438], [""Žmonės"", -2.567011833190918], [""Tai"", -2.614072799682617], [""Už"", -3.020033836364746], [""Ar"", -3.040283203125], [""Kas"", -3.0640993118286133], [""Tu"", -3.1256933212280273], [""Ir"", -3.3479108810424805], [""Taip"", -3.4819259643554688], [""Kai"", -3.6920032501220703], [""Mes"", -3.793649673461914], [""Kalba"", -3.975407600402832], [""Ne"", -4.031034469604492], [""Dabar"", -4.267739295959473], [""Jie"", -4.272950172424316], [""Kuo"", -4.335781097412109], [""Visi"", -4.335822105407715], [""Žmogus"", -4.429633140563965], [""Gerai"", -4.59652042388916], [""Arba"", -4.628958702087402]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Garso įrašų gamyba,▁Gars o ▁įraš ų ▁gamyba,-18.890202522277832,"[[""Kas"", -1.7843618392944336], [""Kaip"", -2.5239171981811523], [""Žmonės"", -2.5281105041503906], [""Taip"", -2.5557212829589844], [""Tai"", -2.690786361694336], [""Visi"", -3.126753807067871], [""Jie"", -3.3398923873901367], [""Ar"", -3.4670982360839844], [""Ir"", -3.862729072570801], [""Gana"", -3.953577995300293], [""Gerai"", -4.169349670410156], [""Dabar"", -4.182494163513184], [""Kiti"", -4.214871406555176], [""Tu"", -4.359403610229492], [""Kai"", -4.368927955627441], [""Dar"", -4.58205509185791], [""Jūs"", -4.7352190017700195], [""Lietuva"", -4.819489479064941], [""Žmogus"", -4.8449907302856445], [""Mes"", -4.906368255615234]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Garso įrašų gamyba,▁Gars o ▁įraš ų ▁gamyba,-6.427267074584961,"[[""Kas"", -1.7843618392944336], [""Kaip"", -2.5239171981811523], [""Žmonės"", -2.5281105041503906], [""Taip"", -2.5557212829589844], [""Tai"", -2.690786361694336], [""Visi"", -3.126753807067871], [""Jie"", -3.3398923873901367], [""Ar"", -3.4670982360839844], [""Ir"", -3.862729072570801], [""Gana"", -3.953577995300293], [""Gerai"", -4.169349670410156], [""Dabar"", -4.182494163513184], [""Kiti"", -4.214871406555176], [""Tu"", -4.359403610229492], [""Kai"", -4.368927955627441], [""Dar"", -4.58205509185791], [""Jūs"", -4.7352190017700195], [""Lietuva"", -4.819489479064941], [""Žmogus"", -4.8449907302856445], [""Mes"", -4.906368255615234]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Natūralios kalbos apdorojimas,▁Natūral i o s ▁kalbos ▁ apdorojimas,-18.915560245513916,"[[""Kas"", -1.8531644344329834], [""Kaip"", -2.067639112472534], [""Tai"", -2.811455488204956], [""Taip"", -2.8737714290618896], [""Ar"", -2.955660581588745], [""Tu"", -3.320416212081909], [""Ir"", -3.373338460922241], [""Žmonės"", -3.454820394515991], [""Kai"", -3.5102736949920654], [""Visi"", -3.7013680934906006], [""Jie"", -4.134149551391602], [""Kuo"", -4.20217227935791], [""Gana"", -4.211230278015137], [""Dar"", -4.25430965423584], [""Jūs"", -4.365411758422852], [""Kada"", -4.401407241821289], [""Ne"", -4.482419967651367], [""Jau"", -4.54510498046875], [""Žmogus"", -4.545137405395508], [""O"", -4.781013488769531]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Natūralios kalbos apdorojimas,▁Natūral i o s ▁kalbos ▁ apdorojimas,-5.912881851196289,"[[""Kas"", -1.8531644344329834], [""Kaip"", -2.067639112472534], [""Tai"", -2.811455488204956], [""Taip"", -2.8737714290618896], [""Ar"", -2.955660581588745], [""Tu"", -3.320416212081909], [""Ir"", -3.373338460922241], [""Žmonės"", -3.454820394515991], [""Kai"", -3.5102736949920654], [""Visi"", -3.7013680934906006], [""Jie"", -4.134149551391602], [""Kuo"", -4.20217227935791], [""Gana"", -4.211230278015137], [""Dar"", -4.25430965423584], [""Jūs"", -4.365411758422852], [""Kada"", -4.401407241821289], [""Ne"", -4.482419967651367], [""Jau"", -4.54510498046875], [""Žmogus"", -4.545137405395508], [""O"", -4.781013488769531]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Moksliniai skaičiavimai,▁Moksl iniai ▁skaičiavimai,-18.789730548858643,"[[""Kas"", -1.9512131214141846], [""Žmonės"", -1.9788410663604736], [""Kaip"", -2.8637678623199463], [""Visi"", -2.9433186054229736], [""Taip"", -3.1536924839019775], [""Tai"", -3.2335360050201416], [""Jie"", -3.384613275527954], [""Kai"", -3.6098968982696533], [""Ir"", -3.672252893447876], [""Ar"", -3.693582773208618], [""Gana"", -3.7775776386260986], [""Tu"", -3.7982189655303955], [""Gerai"", -4.326352119445801], [""Dabar"", -4.33016300201416], [""Ne"", -4.363509178161621], [""Žmogus"", -4.425305366516113], [""Juos"", -4.671659469604492], [""Jūs"", -4.807490348815918], [""Kiti"", -4.834041595458984], [""Tada"", -4.915946960449219]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Moksliniai skaičiavimai,▁Moksl iniai ▁skaičiavimai,-6.619749069213867,"[[""Kas"", -1.9512131214141846], [""Žmonės"", -1.9788410663604736], [""Kaip"", -2.8637678623199463], [""Visi"", -2.9433186054229736], [""Taip"", -3.1536924839019775], [""Tai"", -3.2335360050201416], [""Jie"", -3.384613275527954], [""Kai"", -3.6098968982696533], [""Ir"", -3.672252893447876], [""Ar"", -3.693582773208618], [""Gana"", -3.7775776386260986], [""Tu"", -3.7982189655303955], [""Gerai"", -4.326352119445801], [""Dabar"", -4.33016300201416], [""Ne"", -4.363509178161621], [""Žmogus"", -4.425305366516113], [""Juos"", -4.671659469604492], [""Jūs"", -4.807490348815918], [""Kiti"", -4.834041595458984], [""Tada"", -4.915946960449219]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Žaidimų kūrimas,▁Žaidim ų ▁kūrimas,-19.112156867980957,"[[""Kas"", -1.9916744232177734], [""Kaip"", -2.0865516662597656], [""Žmonės"", -2.102071762084961], [""Visi"", -2.5854501724243164], [""Tai"", -2.692403793334961], [""Taip"", -2.875347137451172], [""Ar"", -3.3996849060058594], [""Jie"", -3.482057571411133], [""Tu"", -3.710742950439453], [""Kiti"", -3.749068260192871], [""Ir"", -3.8225975036621094], [""Dabar"", -4.118268966674805], [""Kai"", -4.258134841918945], [""Gerai"", -4.309654235839844], [""Gana"", -4.519105911254883], [""Jūs"", -4.816093444824219], [""Žmogus"", -4.853204727172852], [""Lietuva"", -4.974810600280762], [""Mes"", -5.040163040161133], [""Už"", -5.215843200683594]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Žaidimų kūrimas,▁Žaidim ų ▁kūrimas,-6.220499038696289,"[[""Kas"", -1.9916744232177734], [""Kaip"", -2.0865516662597656], [""Žmonės"", -2.102071762084961], [""Visi"", -2.5854501724243164], [""Tai"", -2.692403793334961], [""Taip"", -2.875347137451172], [""Ar"", -3.3996849060058594], [""Jie"", -3.482057571411133], [""Tu"", -3.710742950439453], [""Kiti"", -3.749068260192871], [""Ir"", -3.8225975036621094], [""Dabar"", -4.118268966674805], [""Kai"", -4.258134841918945], [""Gerai"", -4.309654235839844], [""Gana"", -4.519105911254883], [""Jūs"", -4.816093444824219], [""Žmogus"", -4.853204727172852], [""Lietuva"", -4.974810600280762], [""Mes"", -5.040163040161133], [""Už"", -5.215843200683594]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Socialinių tinklų rinkodara,▁Socialini ų ▁ tinklų ▁rinkodara,-21.131903648376465,"[[""Kas"", -1.0253217220306396], [""Kaip"", -2.2144343852996826], [""Visi"", -3.0679757595062256], [""Ar"", -3.2081820964813232], [""Tai"", -3.236274480819702], [""Žmonės"", -3.4370410442352295], [""Jie"", -3.759869337081909], [""Taip"", -3.846571683883667], [""Kai"", -3.9920060634613037], [""Ir"", -4.122505187988281], [""Tu"", -4.190456390380859], [""Gana"", -4.371563911437988], [""Lietuva"", -4.419804573059082], [""Kiek"", -4.45419979095459], [""Kuo"", -4.620500564575195], [""Ne"", -4.6602020263671875], [""Kur"", -4.912853240966797], [""Mes"", -4.969128608703613], [""Jūs"", -5.052374839782715], [""Mus"", -5.107379913330078]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Socialinių tinklų rinkodara,▁Socialini ų ▁ tinklų ▁rinkodara,-6.214108467102051,"[[""Kas"", -1.0253217220306396], [""Kaip"", -2.2144343852996826], [""Visi"", -3.0679757595062256], [""Ar"", -3.2081820964813232], [""Tai"", -3.236274480819702], [""Žmonės"", -3.4370410442352295], [""Jie"", -3.759869337081909], [""Taip"", -3.846571683883667], [""Kai"", -3.9920060634613037], [""Ir"", -4.122505187988281], [""Tu"", -4.190456390380859], [""Gana"", -4.371563911437988], [""Lietuva"", -4.419804573059082], [""Kiek"", -4.45419979095459], [""Kuo"", -4.620500564575195], [""Ne"", -4.6602020263671875], [""Kur"", -4.912853240966797], [""Mes"", -4.969128608703613], [""Jūs"", -5.052374839782715], [""Mus"", -5.107379913330078]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Animacija,▁An ima cija,-19.217639923095703,"[[""Žmonės"", -2.1354331970214844], [""Tai"", -2.180692672729492], [""Taip"", -2.284181594848633], [""Kaip"", -2.67362117767334], [""Tu"", -2.8411026000976562], [""Kas"", -3.308807373046875], [""Ar"", -3.6846227645874023], [""Mes"", -3.773228645324707], [""Ir"", -3.8596954345703125], [""Dabar"", -3.892001152038574], [""Visi"", -4.043092727661133], [""Arba"", -4.1363677978515625], [""Jie"", -4.175605773925781], [""Tada"", -4.262301445007324], [""Ne"", -4.334052085876465], [""Gerai"", -4.3417558670043945], [""Gana"", -4.3926849365234375], [""Kai"", -4.417834281921387], [""Kuo"", -4.513029098510742], [""Už"", -4.513167381286621]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Animacija,▁An ima cija,-6.187018394470215,"[[""Žmonės"", -2.1354331970214844], [""Tai"", -2.180692672729492], [""Taip"", -2.284181594848633], [""Kaip"", -2.67362117767334], [""Tu"", -2.8411026000976562], [""Kas"", -3.308807373046875], [""Ar"", -3.6846227645874023], [""Mes"", -3.773228645324707], [""Ir"", -3.8596954345703125], [""Dabar"", -3.892001152038574], [""Visi"", -4.043092727661133], [""Arba"", -4.1363677978515625], [""Jie"", -4.175605773925781], [""Tada"", -4.262301445007324], [""Ne"", -4.334052085876465], [""Gerai"", -4.3417558670043945], [""Gana"", -4.3926849365234375], [""Kai"", -4.417834281921387], [""Kuo"", -4.513029098510742], [""Už"", -4.513167381286621]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Jis,Verslo analizė,▁Verslo ▁analizė,-19.877039432525635,"[[""Kaip"", -1.7293282747268677], [""Žmonės"", -1.9165993928909302], [""Kas"", -2.061870574951172], [""Visi"", -2.636716842651367], [""Ar"", -2.8137121200561523], [""Taip"", -3.35235595703125], [""Jie"", -3.366443634033203], [""Ir"", -3.3776960372924805], [""Tai"", -3.7938880920410156], [""Kai"", -3.7983760833740234], [""Dabar"", -4.118396759033203], [""Tu"", -4.257020950317383], [""Gerai"", -4.496903419494629], [""Žmogus"", -4.568606376647949], [""Už"", -4.571188926696777], [""Gana"", -4.841409683227539], [""Ne"", -4.914518356323242], [""Mes"", -4.972970962524414], [""Tada"", -5.110705375671387], [""Kiti"", -5.168693542480469]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> gerai išmano {CAND},Ji,Verslo analizė,▁Verslo ▁analizė,-6.576479911804199,"[[""Kaip"", -1.7293282747268677], [""Žmonės"", -1.9165993928909302], [""Kas"", -2.061870574951172], [""Visi"", -2.636716842651367], [""Ar"", -2.8137121200561523], [""Taip"", -3.35235595703125], [""Jie"", -3.366443634033203], [""Ir"", -3.3776960372924805], [""Tai"", -3.7938880920410156], [""Kai"", -3.7983760833740234], [""Dabar"", -4.118396759033203], [""Tu"", -4.257020950317383], [""Gerai"", -4.496903419494629], [""Žmogus"", -4.568606376647949], [""Už"", -4.571188926696777], [""Gana"", -4.841409683227539], [""Ne"", -4.914518356323242], [""Mes"", -4.972970962524414], [""Tada"", -5.110705375671387], [""Kiti"", -5.168693542480469]]"
