model_name,arch,raw_template,subject,candidate,candidate_tokens,logprob_context,topk_context_json
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,apsiskaitęs,▁apsi skaitęs,-19.03153705596924,"[[""Tai"", -1.2138042449951172], [""Žmogus"", -2.1701669692993164], [""Kas"", -2.5604848861694336], [""Tu"", -3.181307792663574], [""Vienas"", -3.6878957748413086], [""Čia"", -3.966374397277832], [""Kaip"", -4.014782905578613], [""Kur"", -4.051348686218262], [""Spektaklis"", -4.139565467834473], [""Šiandien"", -4.207867622375488], [""Dabar"", -4.318469047546387], [""Kai"", -4.516961097717285], [""Muzika"", -4.664084434509277], [""Ir"", -4.683138847351074], [""Jonas"", -4.700472831726074], [""Ne"", -4.749804496765137], [""Gerai"", -4.8844709396362305], [""Koks"", -4.927914619445801], [""Vakar"", -4.947070121765137], [""Kada"", -4.9597578048706055]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,apsiskaitęs,▁apsi skaitęs,-5.406353950500488,"[[""Tai"", -1.2138042449951172], [""Žmogus"", -2.1701669692993164], [""Kas"", -2.5604848861694336], [""Tu"", -3.181307792663574], [""Vienas"", -3.6878957748413086], [""Čia"", -3.966374397277832], [""Kaip"", -4.014782905578613], [""Kur"", -4.051348686218262], [""Spektaklis"", -4.139565467834473], [""Šiandien"", -4.207867622375488], [""Dabar"", -4.318469047546387], [""Kai"", -4.516961097717285], [""Muzika"", -4.664084434509277], [""Ir"", -4.683138847351074], [""Jonas"", -4.700472831726074], [""Ne"", -4.749804496765137], [""Gerai"", -4.8844709396362305], [""Koks"", -4.927914619445801], [""Vakar"", -4.947070121765137], [""Kada"", -4.9597578048706055]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,apvaizdos lemtas,▁ap vaizd o s ▁ lemta s,-17.65300178527832,"[[""Kas"", -1.0681387186050415], [""Tai"", -2.1043457984924316], [""Koks"", -2.4529175758361816], [""Kur"", -2.848055362701416], [""Ji"", -4.178344249725342], [""Kada"", -4.211228847503662], [""Žmogus"", -4.283314228057861], [""Dievas"", -4.319035053253174], [""Kaip"", -4.369316577911377], [""Jonas"", -4.536403179168701], [""Toks"", -4.653385639190674], [""Ar"", -4.67241907119751], [""Ir"", -4.763704776763916], [""Čia"", -4.7859063148498535], [""Dabar"", -4.792818546295166], [""O"", -5.161322116851807], [""Mama"", -5.173025608062744], [""Petras"", -5.177299976348877], [""Taip"", -5.178581714630127], [""Šeima"", -5.314568042755127]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,apvaizdos lemtas,▁ap vaizd o s ▁ lemta s,-4.178344249725342,"[[""Kas"", -1.0681387186050415], [""Tai"", -2.1043457984924316], [""Koks"", -2.4529175758361816], [""Kur"", -2.848055362701416], [""Ji"", -4.178344249725342], [""Kada"", -4.211228847503662], [""Žmogus"", -4.283314228057861], [""Dievas"", -4.319035053253174], [""Kaip"", -4.369316577911377], [""Jonas"", -4.536403179168701], [""Toks"", -4.653385639190674], [""Ar"", -4.67241907119751], [""Ir"", -4.763704776763916], [""Čia"", -4.7859063148498535], [""Dabar"", -4.792818546295166], [""O"", -5.161322116851807], [""Mama"", -5.173025608062744], [""Petras"", -5.177299976348877], [""Taip"", -5.178581714630127], [""Šeima"", -5.314568042755127]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,atlaidus,▁atlaid us,-19.87109136581421,"[[""Kas"", -1.4027742147445679], [""Bažnyčia"", -2.292532444000244], [""Tai"", -2.7380757331848145], [""Kalėdos"", -3.499610424041748], [""Žmonės"", -3.501891613006592], [""Šeima"", -3.649240016937256], [""Kai"", -3.855475902557373], [""Kada"", -4.082366466522217], [""Daina"", -4.232315540313721], [""Žmogus"", -4.310716152191162], [""Ne"", -4.335134029388428], [""Kaip"", -4.4128899574279785], [""Jonas"", -4.517592906951904], [""Spektaklis"", -4.541102886199951], [""Lietuva"", -4.558602809906006], [""Kur"", -4.777912616729736], [""Kalba"", -4.867000102996826], [""Muzika"", -4.890183925628662], [""Liepa"", -4.906739711761475], [""Jie"", -4.969900608062744]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,atlaidus,▁atlaid us,-5.503084659576416,"[[""Kas"", -1.4027742147445679], [""Bažnyčia"", -2.292532444000244], [""Tai"", -2.7380757331848145], [""Kalėdos"", -3.499610424041748], [""Žmonės"", -3.501891613006592], [""Šeima"", -3.649240016937256], [""Kai"", -3.855475902557373], [""Kada"", -4.082366466522217], [""Daina"", -4.232315540313721], [""Žmogus"", -4.310716152191162], [""Ne"", -4.335134029388428], [""Kaip"", -4.4128899574279785], [""Jonas"", -4.517592906951904], [""Spektaklis"", -4.541102886199951], [""Lietuva"", -4.558602809906006], [""Kur"", -4.777912616729736], [""Kalba"", -4.867000102996826], [""Muzika"", -4.890183925628662], [""Liepa"", -4.906739711761475], [""Jie"", -4.969900608062744]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,atletiškas,▁atletišk a s,-18.189374923706055,"[[""Tai"", -1.227184772491455], [""Kas"", -2.0455403327941895], [""Žmogus"", -2.7102560997009277], [""Spektaklis"", -3.401179790496826], [""Koks"", -3.5417160987854004], [""„Žalgiris“"", -3.6224913597106934], [""Koncertas"", -3.768439769744873], [""Vilnius"", -3.9862284660339355], [""Šiandien"", -4.06973123550415], [""Kaip"", -4.187345027923584], [""Jonas"", -4.197420597076416], [""Muzika"", -4.328606128692627], [""Kur"", -4.372985363006592], [""Dabar"", -4.486206531524658], [""Vienas"", -4.534843921661377], [""Kai"", -4.652847766876221], [""Tu"", -4.723039150238037], [""Ir"", -4.845777988433838], [""Ne"", -4.979915142059326], [""Petras"", -5.114955425262451]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,atletiškas,▁atletišk a s,-7.004547595977783,"[[""Tai"", -1.227184772491455], [""Kas"", -2.0455403327941895], [""Žmogus"", -2.7102560997009277], [""Spektaklis"", -3.401179790496826], [""Koks"", -3.5417160987854004], [""„Žalgiris“"", -3.6224913597106934], [""Koncertas"", -3.768439769744873], [""Vilnius"", -3.9862284660339355], [""Šiandien"", -4.06973123550415], [""Kaip"", -4.187345027923584], [""Jonas"", -4.197420597076416], [""Muzika"", -4.328606128692627], [""Kur"", -4.372985363006592], [""Dabar"", -4.486206531524658], [""Vienas"", -4.534843921661377], [""Kai"", -4.652847766876221], [""Tu"", -4.723039150238037], [""Ir"", -4.845777988433838], [""Ne"", -4.979915142059326], [""Petras"", -5.114955425262451]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,atsakingas,▁atsakingas,-19.65950584411621,"[[""Tai"", -1.2721258401870728], [""Kas"", -1.951938271522522], [""Spektaklis"", -2.330761432647705], [""Koks"", -2.9461922645568848], [""Koncertas"", -3.0777230262756348], [""Kaip"", -3.1284356117248535], [""Kur"", -3.3505139350891113], [""Kai"", -3.4773316383361816], [""Kada"", -3.560610294342041], [""Vakar"", -4.1925177574157715], [""Žmogus"", -4.494863986968994], [""Tada"", -4.5078253746032715], [""Vienas"", -4.512598514556885], [""Čia"", -4.533912181854248], [""Šiandien"", -4.699285984039307], [""Muzika"", -4.888075351715088], [""Tu"", -5.166059970855713], [""Ar"", -5.227505207061768], [""Kuo"", -5.321171283721924], [""Kiek"", -5.42549467086792]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,atsakingas,▁atsakingas,-8.410945892333984,"[[""Tai"", -1.2721258401870728], [""Kas"", -1.951938271522522], [""Spektaklis"", -2.330761432647705], [""Koks"", -2.9461922645568848], [""Koncertas"", -3.0777230262756348], [""Kaip"", -3.1284356117248535], [""Kur"", -3.3505139350891113], [""Kai"", -3.4773316383361816], [""Kada"", -3.560610294342041], [""Vakar"", -4.1925177574157715], [""Žmogus"", -4.494863986968994], [""Tada"", -4.5078253746032715], [""Vienas"", -4.512598514556885], [""Čia"", -4.533912181854248], [""Šiandien"", -4.699285984039307], [""Muzika"", -4.888075351715088], [""Tu"", -5.166059970855713], [""Ar"", -5.227505207061768], [""Kuo"", -5.321171283721924], [""Kiek"", -5.42549467086792]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,atsidavęs,▁atsidav ęs,-20.71434783935547,"[[""Kas"", -1.5527936220169067], [""Kur"", -2.499253273010254], [""Tai"", -2.77340030670166], [""Kada"", -2.9422607421875], [""Žmogus"", -2.9809951782226562], [""Kaip"", -3.1414451599121094], [""Koks"", -3.1483144760131836], [""Kai"", -3.28591251373291], [""Tu"", -3.312082290649414], [""Spektaklis"", -3.3362064361572266], [""Jonas"", -3.7438220977783203], [""Ar"", -3.9143505096435547], [""Muzika"", -4.238295555114746], [""Vakar"", -4.381723403930664], [""Kol"", -4.417871475219727], [""Petras"", -4.463122367858887], [""Mama"", -4.538691520690918], [""Kiek"", -4.687721252441406], [""Koncertas"", -4.962206840515137], [""Dievas"", -4.972110748291016]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,atsidavęs,▁atsidav ęs,-6.600485801696777,"[[""Kas"", -1.5527936220169067], [""Kur"", -2.499253273010254], [""Tai"", -2.77340030670166], [""Kada"", -2.9422607421875], [""Žmogus"", -2.9809951782226562], [""Kaip"", -3.1414451599121094], [""Koks"", -3.1483144760131836], [""Kai"", -3.28591251373291], [""Tu"", -3.312082290649414], [""Spektaklis"", -3.3362064361572266], [""Jonas"", -3.7438220977783203], [""Ar"", -3.9143505096435547], [""Muzika"", -4.238295555114746], [""Vakar"", -4.381723403930664], [""Kol"", -4.417871475219727], [""Petras"", -4.463122367858887], [""Mama"", -4.538691520690918], [""Kiek"", -4.687721252441406], [""Koncertas"", -4.962206840515137], [""Dievas"", -4.972110748291016]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,atsipalaidavęs,▁atsipalaidavę s,-17.899731636047363,"[[""Tai"", -1.608307123184204], [""Spektaklis"", -2.2368462085723877], [""Kas"", -2.4795010089874268], [""Žmogus"", -2.539780855178833], [""Koncertas"", -3.0732243061065674], [""Kai"", -3.2780964374542236], [""Kur"", -3.3505642414093018], [""Koks"", -3.3903372287750244], [""Muzika"", -3.4251577854156494], [""Tu"", -3.688610315322876], [""Vienas"", -3.792578935623169], [""Vakar"", -4.075592041015625], [""Kaip"", -4.1966400146484375], [""Kada"", -4.290984153747559], [""Čia"", -4.668351173400879], [""Jonas"", -4.763178825378418], [""Vilnius"", -4.9004716873168945], [""Ar"", -4.988461494445801], [""Dabar"", -4.992217063903809], [""Ir"", -5.047823905944824]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,atsipalaidavęs,▁atsipalaidavę s,-6.6815595626831055,"[[""Tai"", -1.608307123184204], [""Spektaklis"", -2.2368462085723877], [""Kas"", -2.4795010089874268], [""Žmogus"", -2.539780855178833], [""Koncertas"", -3.0732243061065674], [""Kai"", -3.2780964374542236], [""Kur"", -3.3505642414093018], [""Koks"", -3.3903372287750244], [""Muzika"", -3.4251577854156494], [""Tu"", -3.688610315322876], [""Vienas"", -3.792578935623169], [""Vakar"", -4.075592041015625], [""Kaip"", -4.1966400146484375], [""Kada"", -4.290984153747559], [""Čia"", -4.668351173400879], [""Jonas"", -4.763178825378418], [""Vilnius"", -4.9004716873168945], [""Ar"", -4.988461494445801], [""Dabar"", -4.992217063903809], [""Ir"", -5.047823905944824]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,atviras,▁ atviras,-17.293840408325195,"[[""Koncertas"", -1.610080361366272], [""Spektaklis"", -2.1864914894104004], [""Tu"", -2.5834097862243652], [""Tai"", -3.0409674644470215], [""Kas"", -3.284999370574951], [""Šeima"", -3.3001532554626465], [""Žmogus"", -3.6241822242736816], [""Kur"", -3.6730265617370605], [""Šiandien"", -3.804351329803467], [""Vakar"", -3.9091315269470215], [""Muzika"", -3.994197368621826], [""Kalba"", -4.217764377593994], [""Kai"", -4.414900302886963], [""Dabar"", -4.637257099151611], [""Vilnius"", -4.859245777130127], [""1"", -5.018275737762451], [""Man"", -5.0413689613342285], [""Jūs"", -5.099158763885498], [""Kada"", -5.160425662994385], [""Dievas"", -5.260935306549072]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,atviras,▁ atviras,-5.731264591217041,"[[""Koncertas"", -1.610080361366272], [""Spektaklis"", -2.1864914894104004], [""Tu"", -2.5834097862243652], [""Tai"", -3.0409674644470215], [""Kas"", -3.284999370574951], [""Šeima"", -3.3001532554626465], [""Žmogus"", -3.6241822242736816], [""Kur"", -3.6730265617370605], [""Šiandien"", -3.804351329803467], [""Vakar"", -3.9091315269470215], [""Muzika"", -3.994197368621826], [""Kalba"", -4.217764377593994], [""Kai"", -4.414900302886963], [""Dabar"", -4.637257099151611], [""Vilnius"", -4.859245777130127], [""1"", -5.018275737762451], [""Man"", -5.0413689613342285], [""Jūs"", -5.099158763885498], [""Kada"", -5.160425662994385], [""Dievas"", -5.260935306549072]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,aukštų principų,▁aukšt ų ▁principų,-21.45374631881714,"[[""Kas"", -1.5758976936340332], [""Tai"", -2.1180825233459473], [""Visi"", -3.2012972831726074], [""Bažnyčia"", -3.4552035331726074], [""Žmonės"", -3.6921963691711426], [""Lietuva"", -3.769249439239502], [""Ar"", -3.7697300910949707], [""Kiek"", -3.837646007537842], [""Kur"", -3.8966946601867676], [""Kai"", -3.9016175270080566], [""Jie"", -3.9460463523864746], [""Šeima"", -3.982231616973877], [""Koks"", -4.1349053382873535], [""Dabar"", -4.219088077545166], [""Čia"", -4.400701999664307], [""Kaunas"", -4.472849369049072], [""Žmogus"", -4.479987621307373], [""Šiandien"", -4.560757160186768], [""Viena"", -4.6261115074157715], [""Kada"", -4.726786136627197]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,aukštų principų,▁aukšt ų ▁principų,-4.855896472930908,"[[""Kas"", -1.5758976936340332], [""Tai"", -2.1180825233459473], [""Visi"", -3.2012972831726074], [""Bažnyčia"", -3.4552035331726074], [""Žmonės"", -3.6921963691711426], [""Lietuva"", -3.769249439239502], [""Ar"", -3.7697300910949707], [""Kiek"", -3.837646007537842], [""Kur"", -3.8966946601867676], [""Kai"", -3.9016175270080566], [""Jie"", -3.9460463523864746], [""Šeima"", -3.982231616973877], [""Koks"", -4.1349053382873535], [""Dabar"", -4.219088077545166], [""Čia"", -4.400701999664307], [""Kaunas"", -4.472849369049072], [""Žmogus"", -4.479987621307373], [""Šiandien"", -4.560757160186768], [""Viena"", -4.6261115074157715], [""Kada"", -4.726786136627197]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,aštraus proto,▁aštr aus ▁proto,-20.8898983001709,"[[""Kas"", -0.6621080040931702], [""Tai"", -2.7750754356384277], [""Ar"", -4.010618686676025], [""Koks"", -4.027528285980225], [""Vienas"", -4.1976447105407715], [""Viena"", -4.240025043487549], [""Žmogus"", -4.397596836090088], [""Visi"", -4.426498889923096], [""Du"", -4.495790004730225], [""Žmonės"", -4.682612895965576], [""Šeima"", -4.723191738128662], [""Mama"", -4.7475972175598145], [""Jie"", -4.786471843719482], [""Kiek"", -4.79713773727417], [""Viso"", -5.053048610687256], [""I"", -5.116603374481201], [""Petras"", -5.151292324066162], [""Kur"", -5.182218074798584], [""Ne"", -5.1880269050598145], [""Jonas"", -5.1939921379089355]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,aštraus proto,▁aštr aus ▁proto,-5.69547700881958,"[[""Kas"", -0.6621080040931702], [""Tai"", -2.7750754356384277], [""Ar"", -4.010618686676025], [""Koks"", -4.027528285980225], [""Vienas"", -4.1976447105407715], [""Viena"", -4.240025043487549], [""Žmogus"", -4.397596836090088], [""Visi"", -4.426498889923096], [""Du"", -4.495790004730225], [""Žmonės"", -4.682612895965576], [""Šeima"", -4.723191738128662], [""Mama"", -4.7475972175598145], [""Jie"", -4.786471843719482], [""Kiek"", -4.79713773727417], [""Viso"", -5.053048610687256], [""I"", -5.116603374481201], [""Petras"", -5.151292324066162], [""Kur"", -5.182218074798584], [""Ne"", -5.1880269050598145], [""Jonas"", -5.1939921379089355]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Jis,bendradarbiaujantis,▁bendradarbiauja ntis,-20.087674140930176,"[[""Tai"", -1.2480303049087524], [""Kaunas"", -3.02650785446167], [""Lietuva"", -3.338233470916748], [""Dabar"", -3.534214496612549], [""Šeima"", -3.5681262016296387], [""Vilnius"", -3.7776236534118652], [""Izraelis"", -3.823483943939209], [""Jie"", -3.9934706687927246], [""Žmonės"", -4.039509296417236], [""Šiandien"", -4.29744291305542], [""Žmogus"", -4.46173620223999], [""Bažnyčia"", -4.469668865203857], [""Šiauliai"", -4.503194332122803], [""Kai"", -4.61046838760376], [""Tu"", -4.717391490936279], [""Kas"", -4.8442301750183105], [""Spektaklis"", -4.865055561065674], [""Muzika"", -4.880025386810303], [""Taip"", -4.903088092803955], [""Jonas"", -5.0606207847595215]]"
neurotechnology/BLKT-RoBerta-MLM-Stage3-RC3,roberta,<mask> yra {CAND},Ji,bendradarbiaujantis,▁bendradarbiauja ntis,-5.658304691314697,"[[""Tai"", -1.2480303049087524], [""Kaunas"", -3.02650785446167], [""Lietuva"", -3.338233470916748], [""Dabar"", -3.534214496612549], [""Šeima"", -3.5681262016296387], [""Vilnius"", -3.7776236534118652], [""Izraelis"", -3.823483943939209], [""Jie"", -3.9934706687927246], [""Žmonės"", -4.039509296417236], [""Šiandien"", -4.29744291305542], [""Žmogus"", -4.46173620223999], [""Bažnyčia"", -4.469668865203857], [""Šiauliai"", -4.503194332122803], [""Kai"", -4.61046838760376], [""Tu"", -4.717391490936279], [""Kas"", -4.8442301750183105], [""Spektaklis"", -4.865055561065674], [""Muzika"", -4.880025386810303], [""Taip"", -4.903088092803955], [""Jonas"", -5.0606207847595215]]"
