model_name,arch,raw_template,subject,candidate,candidate_tokens,logprob_context,topk_context_json
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,apvaizdos lemtas,a p vaizd o s Ġ lemta s,-11.267341136932373,"[[""Tai"", -2.095341682434082], [""Jis"", -3.4217891693115234], [""kas"", -3.568619728088379], [""s"", -3.9008541107177734], [""Kaip"", -3.9021224975585938], [""Kas"", -3.9364538192749023], [""menas"", -4.287136077880859], [""Žemė"", -4.337751388549805], [""Žemės"", -4.53572940826416], [""-"", -4.542507171630859], [""X"", -4.549199104309082], [""A"", -4.655986785888672], [""kur"", -4.670907497406006], [""taip"", -4.8120574951171875], [""kuris"", -4.8133745193481445], [""Taip"", -4.821642875671387], [""Šis"", -4.890339374542236], [""Pavadinimas"", -4.975677013397217], [""tas"", -4.984671592712402], [""Nors"", -5.001283645629883]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,atlaidus,a t laidus,-6.10508918762207,"[[""s"", -2.6243364810943604], [""DELFI"", -2.734487771987915], [""B"", -3.0475857257843018], [""pasaulyje"", -3.6756718158721924], [""Vilnius"", -3.8675568103790283], [""-"", -4.0631513595581055], [""Lietuva"", -4.063510894775391], [""anas"", -4.096434593200684], [""e"", -4.338521957397461], [""\"""", -4.370804786682129], [""ų"", -4.370915412902832], [""A"", -4.385647773742676], [""a"", -4.623447418212891], [""i"", -4.692078590393066], [""žmogus"", -4.797941207885742], [""Lietuvoje"", -4.905837059020996], [""m"", -4.9094085693359375], [""konstitucini"", -4.949114799499512], ["""", -4.981203079223633], [""P"", -4.9914350509643555]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,atlaidus,a t laidus,-16.10578489303589,"[[""s"", -2.6243364810943604], [""DELFI"", -2.734487771987915], [""B"", -3.0475857257843018], [""pasaulyje"", -3.6756718158721924], [""Vilnius"", -3.8675568103790283], [""-"", -4.0631513595581055], [""Lietuva"", -4.063510894775391], [""anas"", -4.096434593200684], [""e"", -4.338521957397461], [""\"""", -4.370804786682129], [""ų"", -4.370915412902832], [""A"", -4.385647773742676], [""a"", -4.623447418212891], [""i"", -4.692078590393066], [""žmogus"", -4.797941207885742], [""Lietuvoje"", -4.905837059020996], [""m"", -4.9094085693359375], [""konstitucini"", -4.949114799499512], ["""", -4.981203079223633], [""P"", -4.9914350509643555]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,atletiškas,atle t iÅ¡kas,-4.487759590148926,"[[""NBA"", -2.1984736919403076], [""s"", -2.546315908432007], [""ES"", -4.320107460021973], [""kas"", -4.3964033126831055], [""klubas"", -4.438249588012695], [""Jis"", -4.487759590148926], [""sportas"", -4.515903472900391], [""e"", -4.565544128417969], [""Šiaurės"", -4.575141906738281], [""o"", -4.589485168457031], [""i"", -4.615914344787598], [""-"", -4.667999267578125], [""a"", -4.676357269287109], [""B"", -4.696296691894531], [""pasaulis"", -4.774731636047363], [""ų"", -4.915286064147949], [""Dabar"", -4.967320442199707], [""menas"", -4.9712982177734375], [""kelias"", -5.096152305603027], [""\"""", -5.121207237243652]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,atletiškas,atle t iÅ¡kas,-13.242056369781494,"[[""NBA"", -2.1984736919403076], [""s"", -2.546315908432007], [""ES"", -4.320107460021973], [""kas"", -4.3964033126831055], [""klubas"", -4.438249588012695], [""Jis"", -4.487759590148926], [""sportas"", -4.515903472900391], [""e"", -4.565544128417969], [""Šiaurės"", -4.575141906738281], [""o"", -4.589485168457031], [""i"", -4.615914344787598], [""-"", -4.667999267578125], [""a"", -4.676357269287109], [""B"", -4.696296691894531], [""pasaulis"", -4.774731636047363], [""ų"", -4.915286064147949], [""Dabar"", -4.967320442199707], [""menas"", -4.9712982177734375], [""kelias"", -5.096152305603027], [""\"""", -5.121207237243652]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,atsakingas,atsakingas,-3.8879754543304443,"[[""ES"", -3.3382108211517334], [""Tai"", -3.416783094406128], [""verslas"", -3.7129151821136475], [""pasaulis"", -3.81315016746521], [""Jis"", -3.8879754543304443], [""Vytautas"", -3.9115655422210693], [""s"", -4.287647247314453], [""visada"", -4.324872016906738], [""Vilnius"", -4.5149946212768555], [""DELFI"", -4.74554443359375], [""NATO"", -4.800315856933594], [""Nors"", -4.851315498352051], [""švietimas"", -4.916826248168945], [""t"", -4.966482162475586], [""X"", -5.036945343017578], [""Andrius"", -5.086637496948242], [""tas"", -5.152275085449219], [""Šis"", -5.198219299316406], [""A"", -5.204462051391602], [""menas"", -5.20747184753418]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,atsakingas,atsakingas,-13.917137145996094,"[[""ES"", -3.3382108211517334], [""Tai"", -3.416783094406128], [""verslas"", -3.7129151821136475], [""pasaulis"", -3.81315016746521], [""Jis"", -3.8879754543304443], [""Vytautas"", -3.9115655422210693], [""s"", -4.287647247314453], [""visada"", -4.324872016906738], [""Vilnius"", -4.5149946212768555], [""DELFI"", -4.74554443359375], [""NATO"", -4.800315856933594], [""Nors"", -4.851315498352051], [""švietimas"", -4.916826248168945], [""t"", -4.966482162475586], [""X"", -5.036945343017578], [""Andrius"", -5.086637496948242], [""tas"", -5.152275085449219], [""Šis"", -5.198219299316406], [""A"", -5.204462051391602], [""menas"", -5.20747184753418]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,atsidavęs,a t s i davÄĻs,-4.17924165725708,"[[""s"", -4.136166095733643], [""Jis"", -4.17924165725708], [""darbas"", -4.329165935516357], [""Afganistan"", -4.36065149307251], [""pasaulis"", -4.396238803863525], [""žmogus"", -4.474991321563721], [""menas"", -4.476452350616455], [""pasaulyje"", -4.503586292266846], [""tikrai"", -4.564113140106201], [""vyras"", -4.584603786468506], [""Vilnius"", -4.586816310882568], [""jis"", -4.934338092803955], [""..."", -4.979726314544678], [""b"", -5.121023178100586], [""r"", -5.130081653594971], [""laikas"", -5.155292510986328], [""B"", -5.216330051422119], [""Kartu"", -5.330882549285889], [""kam"", -5.349207401275635], [""ES"", -5.375535011291504]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,atsidavęs,a t s i davÄĻs,-16.117383003234863,"[[""s"", -4.136166095733643], [""Jis"", -4.17924165725708], [""darbas"", -4.329165935516357], [""Afganistan"", -4.36065149307251], [""pasaulis"", -4.396238803863525], [""žmogus"", -4.474991321563721], [""menas"", -4.476452350616455], [""pasaulyje"", -4.503586292266846], [""tikrai"", -4.564113140106201], [""vyras"", -4.584603786468506], [""Vilnius"", -4.586816310882568], [""jis"", -4.934338092803955], [""..."", -4.979726314544678], [""b"", -5.121023178100586], [""r"", -5.130081653594971], [""laikas"", -5.155292510986328], [""B"", -5.216330051422119], [""Kartu"", -5.330882549285889], [""kam"", -5.349207401275635], [""ES"", -5.375535011291504]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,atsipalaidavęs,atsipalaidav ÄĻs,-4.685372829437256,"[[""žmogus"", -2.0586094856262207], [""s"", -2.7115397453308105], [""Lietuva"", -3.318385601043701], [""nes"", -3.5419936180114746], [""\"""", -3.580085277557373], [""pasaulis"", -3.7459816932678223], [""DELFI"", -3.7584519386291504], [""kas"", -3.932547092437744], [""menas"", -4.077155590057373], [""Vilnius"", -4.210632801055908], [""Lietuvoje"", -4.353245258331299], [""rojus"", -4.68466329574585], [""Jis"", -4.685372829437256], [""kuris"", -4.79391622543335], [""B"", -4.831937313079834], [""..."", -4.9203057289123535], [""darbas"", -4.995556831359863], [""Lietuvi"", -5.114653587341309], [""jis"", -5.313411235809326], [""laikas"", -5.331815242767334]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,atsipalaidavęs,atsipalaidav ÄĻs,-16.019946575164795,"[[""žmogus"", -2.0586094856262207], [""s"", -2.7115397453308105], [""Lietuva"", -3.318385601043701], [""nes"", -3.5419936180114746], [""\"""", -3.580085277557373], [""pasaulis"", -3.7459816932678223], [""DELFI"", -3.7584519386291504], [""kas"", -3.932547092437744], [""menas"", -4.077155590057373], [""Vilnius"", -4.210632801055908], [""Lietuvoje"", -4.353245258331299], [""rojus"", -4.68466329574585], [""Jis"", -4.685372829437256], [""kuris"", -4.79391622543335], [""B"", -4.831937313079834], [""..."", -4.9203057289123535], [""darbas"", -4.995556831359863], [""Lietuvi"", -5.114653587341309], [""jis"", -5.313411235809326], [""laikas"", -5.331815242767334]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,atviras,atvir a s,-2.410064935684204,"[[""Jis"", -2.410064935684204], [""DELFI"", -3.5908138751983643], [""Lietuva"", -3.648036241531372], [""Jau"", -4.169739723205566], [""-"", -4.410433769226074], [""jis"", -4.458094596862793], [""s"", -4.539481163024902], [""\"""", -4.591571807861328], [""žmogus"", -4.7775115966796875], [""..."", -4.794442176818848], [""pasaulis"", -4.798871040344238], [""menas"", -4.859906196594238], [""atvira"", -5.002943992614746], [""Europa"", -5.050384521484375], [""gėjus"", -5.146310806274414], [""B"", -5.149869918823242], [""dikas"", -5.223278045654297], [""kuris"", -5.236786842346191], [""Atvira"", -5.263280868530273], [""visiems"", -5.276516914367676]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,atviras,atvir a s,-19.47904872894287,"[[""Jis"", -2.410064935684204], [""DELFI"", -3.5908138751983643], [""Lietuva"", -3.648036241531372], [""Jau"", -4.169739723205566], [""-"", -4.410433769226074], [""jis"", -4.458094596862793], [""s"", -4.539481163024902], [""\"""", -4.591571807861328], [""žmogus"", -4.7775115966796875], [""..."", -4.794442176818848], [""pasaulis"", -4.798871040344238], [""menas"", -4.859906196594238], [""atvira"", -5.002943992614746], [""Europa"", -5.050384521484375], [""gėjus"", -5.146310806274414], [""B"", -5.149869918823242], [""dikas"", -5.223278045654297], [""kuris"", -5.236786842346191], [""Atvira"", -5.263280868530273], [""visiems"", -5.276516914367676]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,aukštų principų,aukÅ¡t Å³ Ġprincip Å³,-10.533910751342773,"[[""..."", -4.100850582122803], [""-"", -4.236088275909424], [""DELFI"", -4.247931003570557], [""Tačiau"", -4.26427698135376], [""pasaulyje"", -4.301211833953857], [""Kaip"", -4.461068630218506], [""ES"", -4.48679780960083], [""Adamk"", -4.590648174285889], [""A"", -4.68411111831665], [""Šiandien"", -4.690553188323975], [""Lietuvoje"", -4.692682266235352], [""Dabar"", -4.723549842834473], [""Jei"", -4.834446430206299], [""Lietuva"", -4.840137004852295], [""K"", -4.92751932144165], [""Svarbiausi"", -4.987850666046143], [""\"""", -5.0579514503479], [""esą"", -5.109607219696045], [""r"", -5.150620460510254], ["";"", -5.180060386657715]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,aukštų principų,aukÅ¡t Å³ Ġprincip Å³,-16.156522750854492,"[[""..."", -4.100850582122803], [""-"", -4.236088275909424], [""DELFI"", -4.247931003570557], [""Tačiau"", -4.26427698135376], [""pasaulyje"", -4.301211833953857], [""Kaip"", -4.461068630218506], [""ES"", -4.48679780960083], [""Adamk"", -4.590648174285889], [""A"", -4.68411111831665], [""Šiandien"", -4.690553188323975], [""Lietuvoje"", -4.692682266235352], [""Dabar"", -4.723549842834473], [""Jei"", -4.834446430206299], [""Lietuva"", -4.840137004852295], [""K"", -4.92751932144165], [""Svarbiausi"", -4.987850666046143], [""\"""", -5.0579514503479], [""esą"", -5.109607219696045], [""r"", -5.150620460510254], ["";"", -5.180060386657715]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,aštraus proto,a Å¡tr aus Ġproto,-8.925885200500488,"[[""..."", -3.379729986190796], ["";"", -3.6753737926483154], [""JUNG"", -4.34027099609375], [""."", -4.474018096923828], [""pasaulyje"", -4.522383689880371], ["","", -4.608240127563477], [""jau"", -4.630397796630859], [""-"", -4.653813362121582], [""rojus"", -4.754692077636719], [""Šiandien"", -4.800510406494141], [""nes"", -4.895551681518555], [""…"", -5.032278060913086], [""?"", -5.053806304931641], [""arba"", -5.112064361572266], [""Jei"", -5.185054779052734], [""ES"", -5.192193031311035], [""Šiaurės"", -5.197190284729004], [""e"", -5.226588249206543], [""Viso"", -5.3492937088012695], [""je"", -5.355283737182617]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,aštraus proto,a Å¡tr aus Ġproto,-16.198128700256348,"[[""..."", -3.379729986190796], ["";"", -3.6753737926483154], [""JUNG"", -4.34027099609375], [""."", -4.474018096923828], [""pasaulyje"", -4.522383689880371], ["","", -4.608240127563477], [""jau"", -4.630397796630859], [""-"", -4.653813362121582], [""rojus"", -4.754692077636719], [""Šiandien"", -4.800510406494141], [""nes"", -4.895551681518555], [""…"", -5.032278060913086], [""?"", -5.053806304931641], [""arba"", -5.112064361572266], [""Jei"", -5.185054779052734], [""ES"", -5.192193031311035], [""Šiaurės"", -5.197190284729004], [""e"", -5.226588249206543], [""Viso"", -5.3492937088012695], [""je"", -5.355283737182617]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,bendradarbiaujantis,bendradarbiauja ntis,-7.382453918457031,"[[""s"", -1.7378482818603516], [""ES"", -2.4552459716796875], [""regionas"", -4.00855827331543], [""-"", -4.446267604827881], [""R"", -4.4643096923828125], [""menas"", -4.513359546661377], [""kas"", -4.525701522827148], [""pasaulis"", -4.541614055633545], ["","", -4.662822723388672], [""C"", -4.664489269256592], [""i"", -4.744814872741699], [""B"", -4.7698163986206055], [""pasaulyje"", -4.814783096313477], [""r"", -4.90532112121582], [""b"", -5.0061445236206055], [""o"", -5.015093803405762], [""darbas"", -5.073859691619873], [""kelias"", -5.150916576385498], [""\"""", -5.187160968780518], [""Afganistan"", -5.199167728424072]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Ji,bendradarbiaujantis,bendradarbiauja ntis,-14.621973514556885,"[[""s"", -1.7378482818603516], [""ES"", -2.4552459716796875], [""regionas"", -4.00855827331543], [""-"", -4.446267604827881], [""R"", -4.4643096923828125], [""menas"", -4.513359546661377], [""kas"", -4.525701522827148], [""pasaulis"", -4.541614055633545], ["","", -4.662822723388672], [""C"", -4.664489269256592], [""i"", -4.744814872741699], [""B"", -4.7698163986206055], [""pasaulyje"", -4.814783096313477], [""r"", -4.90532112121582], [""b"", -5.0061445236206055], [""o"", -5.015093803405762], [""darbas"", -5.073859691619873], [""kelias"", -5.150916576385498], [""\"""", -5.187160968780518], [""Afganistan"", -5.199167728424072]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,[MASK] yra {CAND},Jis,bičiuliškas,biÄįiuli Å¡ka s,-8.810932159423828,"[[""s"", -2.742185592651367], [""r"", -3.30202579498291], [""i"", -4.452486038208008], [""šis"", -4.529526233673096], [""ES"", -4.744626045227051], [""R"", -4.8311262130737305], [""JUNG"", -4.846887588500977], [""jus"", -4.858060836791992], [""š"", -4.883889198303223], [""b"", -4.985078811645508], [""DR"", -5.067348003387451], [""menas"", -5.095223903656006], [""mokslas"", -5.129035949707031], [""DELFI"", -5.13184928894043], [""1989"", -5.1341423988342285], [""y"", -5.2515950202941895], [""nes"", -5.251984596252441], [""į"", -5.261428356170654], [""Aljan"", -5.27730131149292], [""\"""", -5.341006278991699]]"
